537850[10471] 537888[12462] -1 -2  SUtility:22933
546093[732] -1 -2  SUtility:732
551626[10471] -1 -2  SUtility:10471
652220[1465] -1 -2  SUtility:1465
744530[6276] -1 -2  SUtility:6276
558192[732] 571188[208] 716671[470] 716714[680] 716746[680] -1 -2  SUtility:2770
744530[10460] -1 -2  SUtility:10460
820842[2092] -1 -2  SUtility:2092
537967[29112] -1 -2  SUtility:29112
517880[8795] -1 -2  SUtility:8795
716926[2617] 716971[2092] -1 -2  SUtility:4709
748295[2092] 753507[1046] -1 -2  SUtility:3138
711297[2722] -1 -2  SUtility:2722
560187[1570] -1 -2  SUtility:1570
705119[837] -1 -2  SUtility:837
663325[2826] -1 -2  SUtility:2826
826705[4184] -1 -2  SUtility:4184
819376[449] -1 -2  SUtility:449
821305[4184] -1 -2  SUtility:4184
748300[2303] -1 -2  SUtility:2303
601040[4711] 601042[3141] 843447[1036] 843554[1308] -1 840813[1988] -1 -2  SUtility:12184
827022[5235] -1 -2  SUtility:5235
717524[1046] -1 -2  SUtility:1046
553730[1778] -1 -2  SUtility:1778
551626[10471] -1 -2  SUtility:10471
717522[523] 744775[889] 820392[680] 820396[784] 827009[1046] -1 717522[523] 744775[889] 820392[680] 820396[784] 827009[1046] -1 -2  SUtility:7844
839313[4188] -1 -2  SUtility:4188
826617[627] 826619[732] 826621[1046] -1 -2  SUtility:2405
600502[26075] -1 -2  SUtility:26075
811752[2092] 819685[1570] 835685[3036] -1 -2  SUtility:6698
821290[6276] -1 -2  SUtility:6276
821302[4710] 821305[16736] 821309[6282] -1 -2  SUtility:27728
832321[183] 832387[157] 832390[157] 832402[157] 832405[157] 832407[157] 832409[532] 832413[220] 832415[220] 832417[220] 832422[308] 832424[308] 832426[308] 832462[93] 832529[93] 832531[93] 832535[93] 832537[465] 839986[408] 839990[408] -1 -2  SUtility:4737
743354[523] 819781[1674] -1 743354[523] 819781[1674] -1 -2  SUtility:4394
532848[3141] -1 -2  SUtility:3141
636505[12462] -1 -2  SUtility:12462
821302[6280] -1 -2  SUtility:6280
613743[9424] 711297[2722] -1 -2  SUtility:12146
821307[198] 821309[3141] 821315[5235] 829360[523] -1 -2  SUtility:9097
541582[732] -1 -2  SUtility:732
839313[4188] -1 -2  SUtility:4188
696434[31311] -1 -2  SUtility:31311
820441[2508] -1 -2  SUtility:2508
821285[2092] 821290[6276] -1 -2  SUtility:8368
613743[9424] -1 -2  SUtility:9424
554510[4606] -1 -2  SUtility:4606
510070[4188] 821339[523] 828995[523] -1 -2  SUtility:5234
832557[2092] -1 -2  SUtility:2092
826872[523] -1 826872[523] -1 -2  SUtility:1046
584990[22934] 684513[10471] -1 584990[22934] 684513[10471] -1 -2  SUtility:66810
644962[62727] -1 -2  SUtility:62727
644444[2931] -1 -2  SUtility:2931
819760[680] -1 -2  SUtility:680
821341[4188] -1 -2  SUtility:4188
821341[29316] -1 -2  SUtility:29316
513346[2722] 565578[3559] 838550[5026] 838765[3455] -1 -2  SUtility:14762
821305[10460] -1 551626[10471] -1 -2  SUtility:20931
538992[1570] 613743[9424] -1 -2  SUtility:10994
696554[1674] -1 -2  SUtility:1674
697276[1256] -1 709741[1360] 717048[1360] 717860[837] -1 -2  SUtility:4813
580291[2722] 821309[12564] 835743[1882] -1 -2  SUtility:17168
601040[9422] -1 -2  SUtility:9422
839750[22828] -1 -2  SUtility:22828
582515[7328] -1 -2  SUtility:7328
835602[5759] -1 -2  SUtility:5759
839791[10950] -1 -2  SUtility:10950
546102[8166] -1 -2  SUtility:8166
714794[732] 826925[1674] 827000[418] -1 -2  SUtility:2824
748295[2092] 753507[523] 820842[2092] -1 -2  SUtility:4707
540127[1254] 718252[3138] 819530[2302] -1 -2  SUtility:6694
584808[11414] -1 -2  SUtility:11414
743495[1046] 748336[3453] -1 -2  SUtility:4499
706216[2722] -1 -2  SUtility:2722
537753[10471] -1 -2  SUtility:10471
696434[31311] -1 -2  SUtility:31311
827009[3138] -1 -2  SUtility:3138
587399[1046] 826615[1464] 827013[1570] 837483[523] -1 -2  SUtility:4603
716926[4606] 716928[4606] -1 -2  SUtility:9212
821305[2092] -1 -2  SUtility:2092
716932[6177] -1 716930[5759] -1 -2  SUtility:11936
827011[3141] 827013[1570] -1 -2  SUtility:4711
717616[3664] -1 -2  SUtility:3664
589606[2512] 827013[1570] -1 -2  SUtility:4082
833800[25028] -1 -2  SUtility:25028
687685[1256] 748297[3350] 821015[418] 821020[732] 832557[2092] -1 -2  SUtility:7848
826829[1360] 826844[1570] -1 -2  SUtility:2930
829327[6282] -1 -2  SUtility:6282
508942[29217] 840762[29217] -1 -2  SUtility:58434
716082[941] 744663[523] 819760[680] -1 -2  SUtility:2144
538195[9214] 540127[627] -1 -2  SUtility:9841
559259[418] 712244[1570] -1 559259[418] -1 712244[1570] -1 559259[418] 712244[1570] -1 559259[418] 712244[1570] -1 559259[418] 712244[1570] -1 559259[418] 712244[1570] -1 -2  SUtility:11928
844203[29217] -1 -2  SUtility:29217
820252[6282] -1 -2  SUtility:6282
821401[2196] 826837[1254] 826872[1046] 826876[2090] 826908[4185] -1 -2  SUtility:10771
651430[4184] -1 -2  SUtility:4184
826891[4184] 826893[2508] -1 -2  SUtility:6692
836067[2092] -1 836069[2092] -1 -2  SUtility:4184
821296[3350] -1 -2  SUtility:3350
821285[4184] 826803[8376] -1 685422[3664] -1 -2  SUtility:16224
821401[732] 826837[627] 826872[523] 826876[836] -1 -2  SUtility:2718
709645[1778] 821277[2092] -1 -2  SUtility:3870
573230[1674] 725551[5646] -1 -2  SUtility:7320
743515[7328] -1 -2  SUtility:7328
819586[2826] -1 -2  SUtility:2826
559730[732] 826619[732] -1 -2  SUtility:1464
535621[5235] -1 -2  SUtility:5235
684710[941] 711078[2092] -1 -2  SUtility:3033
833105[2303] 833110[2303] -1 -2  SUtility:4606
820201[3141] -1 -2  SUtility:3141
523606[5860] 523700[1878] 687914[17800] -1 -2  SUtility:25538
845744[18745] -1 -2  SUtility:18745
820255[3978] -1 -2  SUtility:3978
582104[1046] -1 -2  SUtility:1046
613865[4711] -1 -2  SUtility:4711
820231[2092] -1 -2  SUtility:2092
691492[1988] 843487[2722] 843502[2092] -1 -2  SUtility:6802
695236[12357] -1 -2  SUtility:12357
844030[826] 844310[1632] -1 842459[784] -1 -2  SUtility:3242
583610[9424] -1 -2  SUtility:9424
684721[6282] -1 -2  SUtility:6282
644650[2722] 743495[2092] -1 585661[6282] -1 -2  SUtility:11096
711509[3141] -1 -2  SUtility:3141
600922[125559] -1 -2  SUtility:125559
820439[26075] -1 -2  SUtility:26075
829282[3348] -1 -2  SUtility:3348
842602[2303] -1 -2  SUtility:2303
820192[1570] 821300[732] 837442[523] 837485[627] 837487[837] 837490[523] -1 -2  SUtility:4812
826816[1674] -1 -2  SUtility:1674
821277[6276] -1 -2  SUtility:6276
819387[523] 819734[523] 819738[187] -1 -2  SUtility:1233
684115[2617] -1 -2  SUtility:2617
556057[627] 684841[627] 716746[680] 828987[313] -1 -2  SUtility:2247
820842[4184] -1 -2  SUtility:4184
821309[6282] -1 -2  SUtility:6282
820240[1046] -1 -2  SUtility:1046
540601[2092] -1 -2  SUtility:2092
826803[4188] -1 -2  SUtility:4188
551902[837] 551917[7112] 568090[2617] -1 -2  SUtility:10566
545879[2617] 691426[1570] 691484[7328] 691681[889] -1 -2  SUtility:12404
744775[889] 827009[1046] 837485[627] -1 837483[523] -1 -2  SUtility:3085
826829[2720] 826891[2092] -1 -2  SUtility:4812
587317[837] 826998[837] 829321[732] -1 687845[1046] 717247[941] 717522[523] 743495[1046] 820210[2667] 826837[627] 826876[418] 839600[523] -1 -2  SUtility:10197
690110[1360] -1 -2  SUtility:1360
844439[2092] -1 -2  SUtility:2092
549933[2512] -1 -2  SUtility:2512
700437[2092] -1 -2  SUtility:2092
641412[1883] 819502[554] -1 -2  SUtility:2437
820255[3978] -1 -2  SUtility:3978
833800[25028] -1 -2  SUtility:25028
840599[28170] -1 -2  SUtility:28170
587242[5026] -1 -2  SUtility:5026
840766[1570] 840775[1674] -1 -2  SUtility:3244
827028[5235] -1 -2  SUtility:5235
718210[2303] -1 -2  SUtility:2303
819490[5235] 821296[3350] -1 -2  SUtility:8585
829321[732] -1 832557[2092] -1 -2  SUtility:2824
680371[8375] -1 680371[8375] -1 -2  SUtility:16750
820233[2930] 820261[8376] -1 -2  SUtility:11306
774678[4502] -1 -2  SUtility:4502
644960[73199] -1 -2  SUtility:73199
717005[7112] -1 -2  SUtility:7112
711074[2092] 744260[1046] -1 -2  SUtility:3138
827009[1046] 827013[1570] -1 711297[5444] -1 -2  SUtility:8060
826619[732] 826925[1674] 827026[1046] -1 -2  SUtility:3452
827015[1778] -1 -2  SUtility:1778
716952[2931] 838364[6594] -1 -2  SUtility:9525
826912[523] 827026[1046] 828987[313] -1 -2  SUtility:1882
839656[4188] -1 -2  SUtility:4188
821388[1570] -1 -2  SUtility:1570
827022[5235] -1 -2  SUtility:5235
840760[26075] -1 -2  SUtility:26075
844925[7328] -1 -2  SUtility:7328
821030[10471] -1 -2  SUtility:10471
668590[1570] -1 -2  SUtility:1570
586683[941] -1 -2  SUtility:941
510044[13509] -1 -2  SUtility:13509
513408[1570] 717612[7642] -1 513408[1570] 717612[7642] -1 -2  SUtility:18424
821305[6276] -1 -2  SUtility:6276
613743[9424] -1 -2  SUtility:9424
701307[4188] -1 -2  SUtility:4188
686317[2303] -1 -2  SUtility:2303
554967[1046] -1 -2  SUtility:1046
748300[2092] -1 -2  SUtility:2092
691565[1308] 691679[994] 843432[1036] 843447[1036] -1 -2  SUtility:4374
821305[10460] -1 821305[10460] -1 -2  SUtility:20920
609562[1988] 821315[10470] -1 -2  SUtility:12458
820383[4188] 821285[4184] -1 -2  SUtility:8372
651560[8376] -1 -2  SUtility:8376
557279[1360] 826953[1570] -1 -2  SUtility:2930
826615[732] 832555[1046] 832559[2092] -1 -2  SUtility:3870
827009[1046] -1 -2  SUtility:1046
555693[2092] -1 -2  SUtility:2092
663310[13509] -1 -2  SUtility:13509
821302[6280] 821305[4184] 840483[1674] -1 -2  SUtility:12138
718210[2303] -1 -2  SUtility:2303
819490[10470] -1 -2  SUtility:10470
575311[5759] -1 -2  SUtility:5759
579288[6700] 586743[837] -1 579288[6700] 586743[837] -1 -2  SUtility:15074
508942[29217] -1 -2  SUtility:29217
748291[2092] -1 -2  SUtility:2092
827020[4188] -1 -2  SUtility:4188
717509[2617] 838863[3036] -1 717509[2617] 838863[3036] -1 -2  SUtility:11306
712126[680] 827022[5235] -1 -2  SUtility:5915
717007[1778] -1 -2  SUtility:1778
705061[3141] -1 -2  SUtility:3141
826617[627] 826837[627] 826908[837] -1 -2  SUtility:2091
835450[3664] -1 -2  SUtility:3664
820441[627] 826608[626] -1 -2  SUtility:1253
585633[1465] -1 585633[1465] -1 -2  SUtility:2930
718203[1360] -1 -2  SUtility:1360
535094[1570] 577450[627] 578148[1046] 582948[584] 586570[1988] 748338[3350] 753505[1151] 819464[418] 826927[523] 826932[523] -1 -2  SUtility:11780
821307[594] 821309[3141] 821339[1569] -1 -2  SUtility:5304
602470[3130] -1 -2  SUtility:3130
819809[2931] -1 819809[2931] -1 -2  SUtility:5862
826615[1464] 829321[732] -1 -2  SUtility:2196
712750[6590] -1 -2  SUtility:6590
669871[9424] -1 -2  SUtility:9424
840378[12462] -1 -2  SUtility:12462
748300[2092] 753507[523] -1 -2  SUtility:2615
827009[2092] -1 -2  SUtility:2092
829310[4188] -1 -2  SUtility:4188
840760[52150] -1 -2  SUtility:52150
601237[1360] -1 -2  SUtility:1360
839313[4188] 839999[407] -1 -2  SUtility:4595
821305[2092] -1 -2  SUtility:2092
827009[1046] 829310[4188] -1 -2  SUtility:5234
510700[36547] -1 -2  SUtility:36547
601197[20839] -1 -2  SUtility:20839
718203[1360] -1 718203[1360] -1 -2  SUtility:2720
820201[3141] -1 -2  SUtility:3141
644317[14137] -1 -2  SUtility:14137
717314[3664] 820938[2092] -1 714712[1046] 820415[1882] -1 -2  SUtility:8684
821285[4184] -1 -2  SUtility:4184
700437[2092] -1 -2  SUtility:2092
820415[941] 821305[4184] 842450[2352] -1 -2  SUtility:7477
684093[1046] -1 684093[1046] -1 -2  SUtility:2092
686086[10471] -1 -2  SUtility:10471
820458[523] -1 -2  SUtility:523
826897[5235] -1 -2  SUtility:5235
820814[2092] -1 -2  SUtility:2092
551313[407] 636307[449] 636316[523] 714637[3455] -1 -2  SUtility:4834
685795[1046] -1 -2  SUtility:1046
696556[1046] -1 -2  SUtility:1046
829317[4188] -1 -2  SUtility:4188
515845[5235] -1 -2  SUtility:5235
680371[8375] -1 -2  SUtility:8375
826816[1674] -1 -2  SUtility:1674
821305[12552] -1 -2  SUtility:12552
829312[6282] -1 -2  SUtility:6282
826912[523] 826925[837] 828987[939] -1 -2  SUtility:2299
839313[4188] -1 -2  SUtility:4188
834912[5026] -1 -2  SUtility:5026
819719[732] -1 -2  SUtility:732
602727[2617] -1 -2  SUtility:2617
837485[627] 837487[837] 838831[1778] -1 -2  SUtility:3242
819685[3140] -1 711312[1674] 819421[313] -1 -2  SUtility:5127
838503[18745] -1 838503[18745] -1 -2  SUtility:37490
827022[5235] -1 -2  SUtility:5235
827062[6282] -1 -2  SUtility:6282
837442[523] 837485[627] -1 -2  SUtility:1150
821277[2092] 821290[2092] -1 -2  SUtility:4184
537967[14556] -1 -2  SUtility:14556
832559[2092] -1 -2  SUtility:2092
821315[20940] -1 -2  SUtility:20940
716707[2875] -1 716710[11515] 827009[1046] -1 -2  SUtility:15436
578157[1150] 657382[1254] 711280[554] 820807[542] 826927[523] 827035[627] 829008[418] -1 -2  SUtility:5068
596602[37594] 833800[25028] -1 -2  SUtility:62622
535621[5235] 753507[523] -1 588830[8375] -1 -2  SUtility:14133
644320[9947] -1 -2  SUtility:9947
717003[7224] -1 -2  SUtility:7224
704182[14556] 711295[837] -1 -2  SUtility:15393
701212[1778] -1 -2  SUtility:1778
821302[1570] 821305[16736] 821309[3141] -1 -2  SUtility:21447
827005[627] -1 -2  SUtility:627
508563[3141] 821277[4184] -1 -2  SUtility:7325
839643[3874] -1 -2  SUtility:3874
840378[12462] -1 -2  SUtility:12462
821305[2092] 821309[6282] 839388[523] -1 -2  SUtility:8897
841640[14656] -1 -2  SUtility:14656
685795[1046] 829312[6282] -1 685795[1046] 829312[6282] -1 -2  SUtility:14656
523606[4395] 714927[4080] -1 517450[4080] -1 -2  SUtility:12555
587167[4188] -1 -2  SUtility:4188
748295[4184] -1 -2  SUtility:4184
517450[1360] 523606[1465] 526190[1570] 714929[1883] 714933[1046] -1 -2  SUtility:7324
826925[2511] 827000[418] 827005[627] 827007[837] 827026[1046] 834865[1046] -1 -2  SUtility:6485
717003[7851] -1 717003[7851] -1 -2  SUtility:15702
819490[5235] -1 -2  SUtility:5235
534807[837] -1 534807[837] -1 -2  SUtility:1674
821302[7850] -1 -2  SUtility:7850
587613[10471] -1 -2  SUtility:10471
844008[780] 844010[780] 844021[780] 844315[805] -1 -2  SUtility:3145
602491[2125] -1 -2  SUtility:2125
584939[2617] 748340[6276] -1 -2  SUtility:8893
821305[6276] 821309[3141] -1 561477[3141] -1 -2  SUtility:12558
821026[10471] -1 -2  SUtility:10471
557497[2302] -1 -2  SUtility:2302
827011[3141] 829310[4188] -1 -2  SUtility:7329
821292[1254] -1 -2  SUtility:1254
716110[2092] 717562[1046] 748336[1046] 826908[837] -1 -2  SUtility:5021
821313[9415] -1 821313[9415] -1 -2  SUtility:18830
687985[3141] -1 -2  SUtility:3141
696434[31311] -1 -2  SUtility:31311
821307[594] 821339[523] -1 821307[594] 821339[523] -1 821307[594] 821339[523] -1 -2  SUtility:3351
551892[1570] 652462[941] 668596[4188] 832679[9424] -1 -2  SUtility:16123
819481[1151] 820447[1570] -1 -2  SUtility:2721
821277[4184] -1 -2  SUtility:4184
710159[6282] -1 -2  SUtility:6282
821277[2092] -1 -2  SUtility:2092
600989[6282] 628925[30892] -1 -2  SUtility:37174
820261[4397] -1 -2  SUtility:4397
696764[23562] -1 -2  SUtility:23562
753507[523] -1 -2  SUtility:523
826807[4395] -1 -2  SUtility:4395
827009[3138] -1 -2  SUtility:3138
586743[837] -1 554277[1046] 712548[1883] 748336[1046] 800268[1046] 826617[627] 826619[732] 826621[1046] 826872[523] 826876[418] 826908[837] -1 -2  SUtility:10041
557913[1046] 587697[313] 744775[889] 819762[680] 820402[449] 829008[418] 829321[732] -1 -2  SUtility:4527
518823[5646] -1 -2  SUtility:5646
821307[594] -1 -2  SUtility:594
630042[3664] -1 -2  SUtility:3664
743515[7328] -1 -2  SUtility:7328
560476[5026] -1 -2  SUtility:5026
821401[732] -1 -2  SUtility:732
820402[449] 826912[1569] -1 -2  SUtility:2018
645618[3664] 718216[1046] -1 -2  SUtility:4710
702895[6282] -1 -2  SUtility:6282
820805[1569] -1 -2  SUtility:1569
819490[10470] -1 -2  SUtility:10470
684841[627] 821341[12564] 826615[732] 828987[626] -1 -2  SUtility:14549
684702[8376] -1 -2  SUtility:8376
826615[732] 826621[1046] 827009[1046] -1 -2  SUtility:2824
573059[627] 628792[4188] -1 -2  SUtility:4815
613870[7328] -1 -2  SUtility:7328
826925[837] 827005[627] 837487[837] -1 826912[523] 828987[313] 834865[523] 837442[523] 837485[627] 837490[523] -1 -2  SUtility:5333
821309[3141] 821315[5235] -1 -2  SUtility:8376
565557[2303] -1 -2  SUtility:2303
537468[4188] -1 -2  SUtility:4188
844205[25028] -1 -2  SUtility:25028
832559[2092] -1 826615[732] -1 -2  SUtility:2824
582505[4921] -1 582505[4921] -1 582505[4921] -1 -2  SUtility:14763
821302[4710] 821339[523] -1 -2  SUtility:5233
827020[4188] -1 -2  SUtility:4188
553762[2092] -1 -2  SUtility:2092
738445[5549] -1 -2  SUtility:5549
685795[1046] -1 -2  SUtility:1046
510044[13509] -1 -2  SUtility:13509
510070[4188] -1 -2  SUtility:4188
573230[1674] -1 -2  SUtility:1674
820458[1046] 821277[2092] -1 -2  SUtility:3138
819753[1778] -1 -2  SUtility:1778
705991[14656] 786271[1665] 789558[936] -1 -2  SUtility:17257
584907[9422] 640475[17698] -1 -2  SUtility:27120
826925[837] 827007[837] -1 827009[2092] 834865[523] -1 -2  SUtility:4289
821302[3140] -1 -2  SUtility:3140
820940[2511] -1 -2  SUtility:2511
716975[1988] -1 -2  SUtility:1988
839313[4188] -1 839997[407] 839999[407] -1 -2  SUtility:5002
534245[6282] -1 -2  SUtility:6282
821302[1570] 821305[4184] 821339[523] -1 -2  SUtility:6277
554765[1046] 829317[4188] -1 -2  SUtility:5234
826927[523] 826932[523] -1 -2  SUtility:1046
821302[6280] 821305[2092] -1 -2  SUtility:8372
668590[3140] -1 -2  SUtility:3140
820192[1570] -1 -2  SUtility:1570
708372[1046] -1 -2  SUtility:1046
546136[6276] -1 -2  SUtility:6276
611330[5862] -1 -2  SUtility:5862
820261[4188] -1 -2  SUtility:4188
827024[2823] -1 -2  SUtility:2823
680369[10470] -1 -2  SUtility:10470
609442[18221] -1 -2  SUtility:18221
821309[3141] -1 -2  SUtility:3141
836954[31311] -1 -2  SUtility:31311
601197[20839] -1 -2  SUtility:20839
837442[523] 837485[627] -1 -2  SUtility:1150
819760[680] -1 -2  SUtility:680
580360[3141] -1 -2  SUtility:3141
612920[8375] -1 -2  SUtility:8375
826844[3140] 826893[1254] -1 -2  SUtility:4394
701212[1778] -1 -2  SUtility:1778
701090[14556] -1 -2  SUtility:14556
821401[732] 826908[837] -1 -2  SUtility:1569
663886[836] 833716[3141] -1 711438[1360] -1 -2  SUtility:5337
820938[2092] -1 -2  SUtility:2092
826625[732] -1 -2  SUtility:732
826700[836] -1 -2  SUtility:836
600502[26075] -1 -2  SUtility:26075
537753[10471] -1 -2  SUtility:10471
819762[627] 826619[732] 827009[1046] -1 -2  SUtility:2405
706460[10471] -1 -2  SUtility:10471
827011[3141] -1 -2  SUtility:3141
819772[2303] -1 -2  SUtility:2303
551900[2196] 551907[732] 554954[627] 639194[2092] -1 -2  SUtility:5647
748295[2303] -1 -2  SUtility:2303
535621[10470] -1 -2  SUtility:10470
821388[1570] -1 -2  SUtility:1570
536437[7328] -1 -2  SUtility:7328
587557[3664] -1 -2  SUtility:3664
839313[4188] -1 -2  SUtility:4188
821302[10990] 821309[3141] 821339[523] -1 -2  SUtility:14654
685795[1046] -1 685795[1046] -1 -2  SUtility:2092
826803[8376] -1 -2  SUtility:8376
826705[2092] 826801[523] -1 -2  SUtility:2615
842600[1245] -1 840910[1256] -1 -2  SUtility:2501
680369[10470] -1 -2  SUtility:10470
839313[4188] -1 -2  SUtility:4188
821305[14644] -1 -2  SUtility:14644
829321[732] 832780[1046] -1 -2  SUtility:1778
640015[3350] -1 -2  SUtility:3350
821309[3141] -1 -2  SUtility:3141
829017[3664] -1 -2  SUtility:3664
553702[18745] -1 -2  SUtility:18745
516136[2826] -1 -2  SUtility:2826
551898[1883] 647410[4188] 658840[1254] 702931[1095] 829837[1569] 840376[3136] -1 -2  SUtility:13125
821302[1570] 821305[2092] 821309[3141] -1 -2  SUtility:6803
821292[1881] -1 -2  SUtility:1881
685795[2092] -1 685795[2092] -1 -2  SUtility:4184
826891[2092] -1 -2  SUtility:2092
613743[9424] -1 -2  SUtility:9424
537496[41678] -1 -2  SUtility:41678
516142[6805] -1 516149[4083] -1 -2  SUtility:10888
645614[1360] 716984[3350] -1 711297[2722] -1 -2  SUtility:7432
821313[3766] -1 -2  SUtility:3766
553533[523] 676070[2826] 684942[418] 716671[470] 716714[680] 828987[313] -1 -2  SUtility:5230
829321[732] -1 -2  SUtility:732
574135[17698] -1 -2  SUtility:17698
833780[1570] -1 -2  SUtility:1570
587808[2092] 843269[2617] -1 -2  SUtility:4709
819760[627] 819762[627] -1 -2  SUtility:1254
821300[732] -1 743495[1046] 744528[680] 800268[1046] 821401[732] 826837[627] 826876[418] 826908[837] 839600[523] -1 -2  SUtility:6641
510757[4188] -1 -2  SUtility:4188
586694[554] 819376[449] 820396[1568] -1 -2  SUtility:2571
826700[418] 826810[3138] -1 -2  SUtility:3556
837442[523] 837483[523] 837487[837] 838831[3556] -1 -2  SUtility:5439
821277[6276] 821285[2092] -1 -2  SUtility:8368
509041[52150] -1 -2  SUtility:52150
821277[6276] -1 -2  SUtility:6276
601040[18844] -1 -2  SUtility:18844
685795[1046] -1 -2  SUtility:1046
585631[2092] -1 -2  SUtility:2092
716707[575] 716710[2303] -1 -2  SUtility:2878
820392[627] -1 744775[837] 819376[836] 820396[732] 844246[10367] -1 -2  SUtility:13399
714760[784] 820803[523] 820805[523] 821307[594] -1 714760[784] 820803[523] 820805[523] 821307[594] -1 714760[784] 820803[523] 820805[523] 821307[594] -1 -2  SUtility:7272
746442[28170] -1 -2  SUtility:28170
826615[732] 826619[1464] -1 -2  SUtility:2196
829312[6282] -1 -2  SUtility:6282
641697[9423] 828987[313] -1 641697[9423] 828987[313] -1 -2  SUtility:19472
820229[1046] -1 -2  SUtility:1046
512647[6282] -1 512647[6282] -1 -2  SUtility:12564
821302[1570] 821305[2092] -1 -2  SUtility:3662
630042[3664] -1 -2  SUtility:3664
644662[2512] 725532[575] 832555[1046] -1 -2  SUtility:4133
840378[12462] -1 -2  SUtility:12462
581489[8375] 826715[2928] -1 -2  SUtility:11303
826912[523] 828987[313] -1 -2  SUtility:836
510730[1883] 560440[732] -1 639194[2092] -1 -2  SUtility:4707
639464[7328] 639472[24924] -1 639464[7328] 639472[24924] -1 -2  SUtility:64504
584939[18319] -1 -2  SUtility:18319
820807[271] -1 820240[1046] -1 -2  SUtility:1317
515883[21886] -1 -2  SUtility:21886
827011[3141] 827013[1570] -1 -2  SUtility:4711
827009[1046] -1 -2  SUtility:1046
744530[18828] -1 -2  SUtility:18828
839313[4188] -1 -2  SUtility:4188
738445[5549] -1 -2  SUtility:5549
753507[1046] 840483[1674] -1 -2  SUtility:2720
832413[880] 832420[880] -1 -2  SUtility:1760
611272[2092] 611275[4606] 611281[4816] 611401[4184] -1 611107[6282] -1 -2  SUtility:21980
839313[4188] -1 -2  SUtility:4188
829004[6282] -1 -2  SUtility:6282
687967[2617] 748334[1046] 826927[523] -1 -2  SUtility:4186
507445[167] 507802[470] 551262[627] 551422[523] 561715[398] 685870[261] 702918[240] 702920[240] -1 684717[2092] -1 -2  SUtility:5018
811752[2092] -1 -2  SUtility:2092
696434[31311] -1 696434[31311] -1 -2  SUtility:62622
582391[9424] -1 582391[9424] -1 582391[9424] -1 -2  SUtility:28272
580293[2092] -1 -2  SUtility:2092
837483[523] 838831[1778] -1 -2  SUtility:2301
674772[1465] -1 -2  SUtility:1465
826955[2720] -1 -2  SUtility:2720
820456[418] 820812[626] -1 -2  SUtility:1044
716577[6276] -1 -2  SUtility:6276
820201[3141] -1 -2  SUtility:3141
558331[4188] -1 -2  SUtility:4188
687736[9005] -1 -2  SUtility:9005
717003[3350] -1 -2  SUtility:3350
537678[4188] -1 -2  SUtility:4188
651427[1046] 769957[1778] 827026[1046] 834865[523] -1 -2  SUtility:4393
760113[1665] 826837[627] 826908[837] -1 -2  SUtility:3129
748293[6700] -1 -2  SUtility:6700
839313[4188] -1 -2  SUtility:4188
826904[732] 826906[732] -1 -2  SUtility:1464
582387[22934] -1 -2  SUtility:22934
839313[4188] -1 -2  SUtility:4188
839752[4188] -1 -2  SUtility:4188
834989[10471] -1 -2  SUtility:10471
821277[6276] -1 -2  SUtility:6276
695167[3455] 827017[1046] 829336[313] 832786[365] -1 -2  SUtility:5179
820942[1464] -1 -2  SUtility:1464
552449[418] 553762[2092] -1 -2  SUtility:2510
821309[9423] -1 -2  SUtility:9423
547255[1360] 819779[1046] -1 -2  SUtility:2406
820383[8376] 821285[2092] -1 -2  SUtility:10468
512416[11414] -1 512416[11414] -1 -2  SUtility:22828
691557[1464] 840899[2406] -1 -2  SUtility:3870
829085[4188] -1 -2  SUtility:4188
820842[3138] -1 -2  SUtility:3138
515842[11414] 684115[2617] -1 -2  SUtility:14031
571932[3350] -1 -2  SUtility:3350
714697[4188] 744582[1046] 827002[732] -1 -2  SUtility:5966
826608[313] 826705[2092] -1 -2  SUtility:2405
826608[313] 826705[2092] -1 -2  SUtility:2405
821307[396] 821401[732] -1 -2  SUtility:1128
821302[4710] -1 -2  SUtility:4710
687695[2722] 705991[7328] -1 -2  SUtility:10050
833800[31311] -1 -2  SUtility:31311
684513[10471] 835940[4188] -1 -2  SUtility:14659
833800[31311] -1 833800[31311] -1 -2  SUtility:62622
832780[1046] 839600[523] -1 -2  SUtility:1569
687642[1674] 826627[523] 826715[732] -1 -2  SUtility:2929
821305[4184] 826617[627] -1 -2  SUtility:4811
840483[3348] -1 -2  SUtility:3348
539110[10471] 539232[7852] 554277[1151] 827009[1046] -1 -2  SUtility:20520
744535[2092] -1 -2  SUtility:2092
581836[25028] -1 -2  SUtility:25028
821305[4184] -1 821307[594] -1 -2  SUtility:4778
820402[449] 826876[1254] -1 -2  SUtility:1703
827013[1570] -1 -2  SUtility:1570
820252[6282] -1 -2  SUtility:6282
684093[1046] -1 -2  SUtility:1046
539112[8900] 551692[3664] -1 -2  SUtility:12564
518817[229] 536390[14556] 582770[261] 668804[282] 680371[8375] 844027[831] -1 518817[229] 536390[14556] 582770[261] 668804[282] 680371[8375] 844027[831] -1 518817[229] 536390[14556] 582770[261] 668804[282] 680371[8375] 844027[831] -1 -2  SUtility:73602
601040[4711] 601042[3141] -1 -2  SUtility:7852
640019[2092] -1 -2  SUtility:2092
748300[2303] -1 -2  SUtility:2303
718392[1465] -1 -2  SUtility:1465
837490[523] -1 -2  SUtility:523
839600[523] -1 826998[837] 829321[732] -1 -2  SUtility:2092
612706[6282] -1 -2  SUtility:6282
