850743[1989] -1 -2  SUtility:1989
852980[732] 853077[3664] -1 -2  SUtility:4396
1[12] -1 6[42] -1 10[12] -1 14[16] -1 24[14] -1 29[12] -1 34[45] -1 36[12] -1 39[30] -1 43[49] -1 52[2] -1 56[36] -1 61[10] -1 66[25] -1 69[6] -1 77[25] -1 85[10] -1 86[4] -1 90[10] -1 95[24] -1 101[14] -1 111[10] -1 117[30] -2 SUtility:450
 48663[14] -1 -2  SUtility:14
567215[941] 567329[837] 684785[1046] -1 -2  SUtility:2824
843642[4188] -1 -2  SUtility:4188
 12655[16] -1 -2  SUtility:16
851082[2093] 853366[523] -1 -2  SUtility:2616
711333[2092] 826619[732] -1 -2  SUtility:2824
695210[680] 746365[994] -1 -2  SUtility:1674
853081[1046] 854262[837] 854780[208] -1 -2  SUtility:2091
753507[575] -1 -2  SUtility:575
 12679[15] -1 12895[6] -1 -2  SUtility:21
96[1] -1 1050[3] -1 3[15] -1 224[4] -1 18[8] -1 8[15] -1 1051[9] -1 215[5] -1 206[4] -1 13[8] -1 307[4] -1 211[4] -1 206[1] -1 26[2] -1 1052[5] -1 96[5] -1 17[6] -1 242[4] -1 1053[5] -1 586[5] -1 -2  SUtility:113
 12355[8] -1 12663[4] -1 12751[1] -1 18863[12] -1 -2  SUtility:25
852980[732] 853077[3664] -1 -2  SUtility:4396
852978[2617] 853077[3664] -1 -2  SUtility:6281
 34893[9] -1 -2  SUtility:9
854512[1046] -1 -2  SUtility:1046
858856[1570] -1 -2  SUtility:1570
 12815[36] -1 12895[8] -1 -2  SUtility:44
 12819[9] -1 -2  SUtility:9
696348[12462] 696352[8375] 696355[8375] -1 -2  SUtility:29212
5062[4] -1 161[4] -1 5444[4] -1 492[5] -1 5445[10] -1 14[15] -1 40[5] -1 89[2] -1 1431[3] -1 18[2] -1 23[3] -1 206[9] -1 1024[12] -1 988[4] -1 18[9] -1 5446[4] -1 5447[1] -1 685[5] -1 8[5] -1 3851[3] -1 198[2] -1 299[1] -1 224[3] -1 660[4] -1 3171[10] -1 17[2] -1 5448[8] -1 18[8] -1 8[20] -1 5449[5] -1 96[12] -1 75[4] -1 227[5] -1 543[2] -1 18[2] -1 5450[2] -1 1632[2] -1 2227[2] -1 318[5] -1 103[3] -1 5451[18] -1 8[5] -1 870[6] -1 74[1] -1 357[10] -1 20[50] -1 75[2] -1 2227[3] -1 227[3] -1 861[3] -1 14[10] -1 882[3] -1 -2  SUtility:325
748300[4184] -1 -2  SUtility:4184
 12827[35] -1 -2  SUtility:35
853100[3348] 854797[732] 864880[3138] -1 -2  SUtility:7218
665283[732] 685049[313] 716671[418] 851575[418] 851587[313] -1 -2  SUtility:2194
836517[2303] -1 -2  SUtility:2303
848337[523] 848380[418] 851159[889] 854534[1570] 854579[313] -1 -2  SUtility:3713
545879[2617] 716935[18531] -1 545879[2617] 716935[18531] -1 -2  SUtility:42296
853113[732] 854352[1360] -1 716645[418] 819577[680] 854577[1570] -1 -2  SUtility:4760
 12371[24] -1 12399[18] -1 12403[6] -1 12423[20] -1 12427[20] -1 47687[20] -1 47695[14] -1 48575[15] -1 -2  SUtility:137
639462[6282] 639472[35396] -1 639462[6282] 639472[35396] -1 -2  SUtility:83356
 12783[6] -1 -2  SUtility:6
839952[6282] -1 -2  SUtility:6282
 12723[12] -1 -2  SUtility:12
711267[1570] -1 -2  SUtility:1570
851317[1046] 855183[3455] -1 -2  SUtility:4501
853085[313] 853094[4188] 853096[5235] 853105[1046] -1 -2  SUtility:10782
537967[14556] -1 -2  SUtility:14556
 12431[32] -1 32197[2] -1 -2  SUtility:34
826983[2303] 850942[941] 853317[13509] -1 -2  SUtility:16753
697458[2092] 849764[1254] -1 -2  SUtility:3346
851080[627] 851575[418] -1 -2  SUtility:1045
851326[1046] 852982[418] 853085[626] 853248[837] -1 -2  SUtility:2927
853085[313] 853096[5235] 853105[1046] -1 -2  SUtility:6594
 33449[18] -1 -2  SUtility:18
 10295[35] -1 10307[2] -1 10311[3] -1 10315[7] -1 12875[12] -1 -2  SUtility:59
853338[2617] 853340[837] -1 -2  SUtility:3454
826612[523] -1 821300[732] 826617[627] 826621[1046] -1 -2  SUtility:2928
 10315[4] -1 -2  SUtility:4
553936[6282] 613743[9424] -1 -2  SUtility:15706
514317[2617] -1 -2  SUtility:2617
853102[2720] 854785[1464] -1 -2  SUtility:4184
 83[2] -1 -2  SUtility:2
 51929[9] -1 -2  SUtility:9
 12487[16] -1 47293[36] -1 -2  SUtility:52
717528[5235] -1 -2  SUtility:5235
853113[732] 853244[732] 854352[1360] 854536[313] -1 854577[1570] -1 567215[941] 567329[837] 853855[1360] -1 -2  SUtility:7845
601040[4711] 601042[3141] -1 -2  SUtility:7852
854789[4186] -1 -2  SUtility:4186
851748[627] 853077[3664] -1 -2  SUtility:4291
511015[6282] -1 -2  SUtility:6282
835120[13509] -1 -2  SUtility:13509
854300[1464] 854534[3140] 854579[626] -1 -2  SUtility:5230
 6[30] -1 3[3] -1 1959[28] -1 148[14] -1 916[3] -1 -2  SUtility:78
826833[1360] -1 -2  SUtility:1360
 275[10] -1 6[35] -1 765[12] -1 3[3] -1 1725[48] -1 -2  SUtility:108
556212[1046] 567327[941] 853705[523] 854502[1046] -1 -2  SUtility:3556
535038[1883] 819781[1570] 827032[837] -1 -2  SUtility:4290
853754[8377] -1 -2  SUtility:8377
829880[2302] -1 -2  SUtility:2302
853072[15603] -1 -2  SUtility:15603
 34917[2] -1 48575[6] -1 48675[42] -1 -2  SUtility:50
695105[3141] 832655[4816] -1 -2  SUtility:7957
 35149[2] -1 35153[18] -1 35157[10] -1 47695[14] -1 47699[14] -1 47703[8] -1 47707[7] -1 48575[30] -1 48639[70] -1 48651[40] -1 48679[10] -1 48707[9] -1 -2  SUtility:232
652934[1570] -1 -2  SUtility:1570
820387[4184] -1 -2  SUtility:4184
 18499[21] -1 -2  SUtility:21
664919[732] 826625[732] 826627[1046] -1 -2  SUtility:2510
516768[37680] -1 -2  SUtility:37680
 10311[8] -1 12487[2] -1 12703[9] -1 12835[8] -1 -2  SUtility:27
601197[20839] -1 -2  SUtility:20839
851290[837] -1 851101[732] -1 -2  SUtility:1569
551626[18848] -1 -2  SUtility:18848
684093[1046] -1 -2  SUtility:1046
510738[10471] -1 -2  SUtility:10471
839795[11286] -1 -2  SUtility:11286
821277[4184] 826700[418] -1 -2  SUtility:4602
668761[2617] -1 -2  SUtility:2617
537867[7329] -1 -2  SUtility:7329
699873[12776] -1 -2  SUtility:12776
850938[1151] -1 -2  SUtility:1151
541535[11414] -1 541535[11414] -1 -2  SUtility:22828
96[16] -1 175[3] -1 53[6] -1 52[5] -1 20[2] -1 6146[3] -1 2221[2] -1 18[3] -1 1673[3] -1 4370[1] -1 92[5] -1 347[10] -1 23[5] -1 356[4] -1 18[1] -1 3712[4] -1 39[8] -1 40[7] -1 1001[8] -1 21[3] -1 3714[25] -1 52[4] -1 71[1] -1 244[4] -1 467[2] -1 6147[4] -1 96[5] -1 1279[6] -1 219[40] -1 5059[6] -1 -2  SUtility:196
 12463[15] -1 12835[10] -1 12847[20] -1 -2  SUtility:45
685049[313] 716746[523] 850771[1884] 851326[1046] -1 -2  SUtility:3766
846955[4711] -1 -2  SUtility:4711
833667[2303] -1 -2  SUtility:2303
229[8] -1 234[3] -1 224[5] -1 29[12] -1 12[4] -1 52[3] -1 74[1] -1 187[4] -1 612[2] -1 1017[10] -1 274[6] -1 2323[8] -1 8[10] -1 126[5] -1 197[4] -1 17[6] -1 470[6] -1 29[12] -1 6232[2] -1 245[6] -1 878[3] -1 92[9] -1 917[1] -1 -2  SUtility:130
584969[2617] 834873[4188] -1 -2  SUtility:6805
1[6] -1 3[1] -1 9[2] -1 13[20] -1 24[12] -1 29[4] -1 34[15] -1 36[14] -1 38[4] -1 48[7] -1 53[4] -1 58[2] -1 61[20] -1 63[48] -1 67[24] -1 77[25] -1 85[8] -1 86[9] -1 90[8] -1 94[24] -1 102[60] -1 110[15] -1 116[16] -2 SUtility:348
854262[837] 854510[941] -1 -2  SUtility:1778
 10861[8] -1 12527[30] -1 12743[4] -1 12759[24] -1 32201[50] -1 32209[20] -1 -2  SUtility:136
748338[3350] -1 -2  SUtility:3350
630042[3664] 840483[1674] -1 -2  SUtility:5338
832450[25133] -1 832450[25133] -1 -2  SUtility:50266
725551[941] -1 -2  SUtility:941
667857[554] 844342[554] 844345[889] 853471[627] -1 -2  SUtility:2624
831946[3660] 849796[1151] 850291[2070] 850304[2216] 850310[1568] 853460[3138] -1 850291[690] -1 853460[1046] -1 -2  SUtility:15539
821386[837] -1 -2  SUtility:837
820758[2508] 851122[837] 851238[627] 851290[837] -1 -2  SUtility:4809
703904[1881] 711556[1046] 712244[1674] -1 -2  SUtility:4601
853102[1360] 854787[523] 854793[1360] -1 -2  SUtility:3243
 10307[18] -1 12815[36] -1 12827[20] -1 12831[12] -1 12875[32] -1 12895[14] -1 32205[24] -1 32213[12] -1 52961[42] -1 54653[4] -1 54657[20] -1 54669[20] -1 -2  SUtility:254
172[4] -1 96[2] -1 787[1] -1 219[2] -1 124[5] -1 71[2] -1 290[4] -1 885[2] -1 29[2] -1 2301[3] -1 8[6] -1 3800[8] -1 18[10] -1 117[5] -1 19[3] -1 75[3] -1 27[4] -1 122[10] -1 188[8] -1 4769[9] -1 299[2] -1 186[2] -1 612[6] -1 307[12] -1 18[3] -1 38[4] -1 14[2] -1 154[5] -1 14[24] -1 29[5] -1 8[9] -1 4982[3] -1 18[2] -1 3105[2] -1 266[12] -1 3[4] -1 6522[4] -1 40[16] -1 193[15] -1 219[3] -1 6523[1] -1 29[2] -1 2300[4] -1 186[2] -1 80[4] -1 30[2] -1 75[3] -1 335[6] -1 76[3] -1 219[2] -1 1103[12] -1 678[4] -1 8[16] -1 1214[9] -1 3212[8] -1 142[4] -1 318[1] -1 103[4] -1 227[2] -1 287[5] -1 -2  SUtility:322
686879[3138] -1 -2  SUtility:3138
849760[2216] -1 -2  SUtility:2216
845999[7329] -1 -2  SUtility:7329
 12447[14] -1 12711[36] -1 12723[12] -1 18871[15] -1 -2  SUtility:77
853100[1674] 854782[941] 857204[12462] -1 -2  SUtility:15077
717187[39689] -1 -2  SUtility:39689
535094[1570] -1 -2  SUtility:1570
639500[5234] 684715[1884] 853342[4606] 857204[9424] -1 -2  SUtility:21148
840760[26075] -1 -2  SUtility:26075
2[5] -1 3[3] -1 10[16] -1 16[50] -1 23[20] -1 28[14] -1 34[15] -1 36[16] -1 39[12] -1 46[3] -1 53[20] -1 56[60] -1 59[10] -1 63[30] -1 69[8] -1 77[15] -1 85[20] -1 86[5] -1 90[9] -1 93[70] -1 98[6] -1 110[10] -1 116[56] -2 SUtility:473
844454[10468] -1 717003[4396] -1 -2  SUtility:14864
602568[20839] -1 -2  SUtility:20839
851759[167] -1 851744[627] 851759[334] 853212[1672] 853250[8377] -1 -2  SUtility:11177
854789[6279] -1 854800[4080] -1 -2  SUtility:10359
821277[6276] -1 -2  SUtility:6276
602605[8375] -1 602605[8375] -1 -2  SUtility:16750
 12463[50] -1 -2  SUtility:50
530716[33300] 859139[20839] -1 -2  SUtility:54139
 12671[7] -1 -2  SUtility:7
826955[2720] -1 -2  SUtility:2720
685049[313] 716654[2093] 716714[523] 716746[523] 851080[627] 851161[627] 851234[941] -1 -2  SUtility:5647
826987[12564] -1 -2  SUtility:12564
828995[523] 834877[732] 842555[1674] -1 -2  SUtility:2929
854352[1360] -1 -2  SUtility:1360
676480[10471] -1 -2  SUtility:10471
1[8] -1 3[1] -1 9[1] -1 15[2] -1 23[10] -1 25[15] -1 34[20] -1 36[12] -1 38[3] -1 40[45] -1 52[1] -1 54[12] -1 59[3] -1 63[54] -1 67[15] -1 76[6] -1 85[20] -1 86[6] -1 90[6] -1 93[63] -1 99[6] -1 110[20] -1 113[8] -2 SUtility:337
850945[732] 853420[1046] -1 -2  SUtility:1778
828970[6282] 829390[1360] 834877[732] -1 -2  SUtility:8374
 12591[2] -1 -2  SUtility:2
676480[10471] -1 -2  SUtility:10471
2[30] -1 4[35] -1 10[8] -1 15[1] -1 23[35] -1 26[21] -1 34[20] -1 36[18] -1 39[21] -1 42[16] -1 52[3] -1 55[12] -1 59[1] -1 63[18] -1 67[24] -1 76[12] -1 85[8] -1 86[7] -1 90[2] -1 93[49] -1 98[12] -1 107[16] -1 114[9] -2 SUtility:378
 10307[6] -1 10327[27] -1 12535[20] -1 12627[6] -1 34889[8] -1 -2  SUtility:67
853132[1046] 853135[418] 853195[523] 853242[836] -1 -2  SUtility:2823
2[40] -1 6[60] -1 11[60] -1 17[16] -1 23[5] -1 28[21] -1 34[25] -1 36[12] -1 39[6] -1 43[49] -1 53[8] -1 56[24] -1 59[9] -1 63[18] -1 68[40] -1 78[20] -1 85[2] -1 86[8] -1 90[6] -1 93[49] -1 98[27] -1 111[2] -1 116[32] -2 SUtility:539
 11[7] -1 4[2] -1 640[4] -1 1569[18] -1 2316[20] -1 3533[14] -1 2023[24] -1 270[20] -1 6[40] -1 1626[12] -1 56[2] -1 55[60] -1 512[9] -1 1707[18] -1 1632[18] -1 71[16] -1 77[28] -1 737[7] -1 534[1] -1 73[7] -1 3534[2] -1 3535[3] -1 3536[14] -1 3537[3] -1 3538[1] -1 -2  SUtility:350
575266[4711] 684331[1569] 820450[4188] -1 -2  SUtility:10468
705745[2617] 854358[1360] -1 -2  SUtility:3977
839902[5759] -1 -2  SUtility:5759
696560[1779] -1 -2  SUtility:1779
 33469[6] -1 -2  SUtility:6
686879[1046] 853102[2720] 854785[1464] -1 -2  SUtility:5230
537196[2093] -1 -2  SUtility:2093
 12527[12] -1 33449[30] -1 -2  SUtility:42
 12595[20] -1 12627[18] -1 33469[15] -1 -2  SUtility:53
684093[1046] -1 684093[1046] -1 -2  SUtility:2092
 32209[4] -1 -2  SUtility:4
850936[1046] 850938[1046] -1 -2  SUtility:2092
 10303[5] -1 12479[8] -1 12483[9] -1 12603[49] -1 12621[12] -1 12727[8] -1 12759[9] -1 12763[2] -1 12903[21] -1 32205[36] -1 -2  SUtility:159
 12487[16] -1 12703[9] -1 32205[40] -1 32213[24] -1 -2  SUtility:89
851742[1360] 851748[627] 853135[418] 853160[732] 853165[1046] -1 -2  SUtility:4183
1[16] -1 6[30] -1 11[48] -1 14[8] -1 24[6] -1 29[16] -1 34[40] -1 36[8] -1 39[3] -1 43[14] -1 52[5] -1 56[42] -1 61[30] -1 66[45] -1 69[8] -1 80[14] -1 85[4] -1 86[9] -1 90[5] -1 95[20] -1 101[6] -1 110[40] -1 114[18] -2 SUtility:435
828995[523] -1 -2  SUtility:523
2[35] -1 3[5] -1 10[10] -1 17[2] -1 23[25] -1 28[14] -1 34[30] -1 36[2] -1 39[18] -1 41[21] -1 53[14] -1 56[24] -1 59[2] -1 63[24] -1 67[12] -1 77[5] -1 85[4] -1 86[3] -1 90[6] -1 93[28] -1 98[21] -1 110[45] -1 116[80] -2 SUtility:430
677830[1360] 678387[1046] 819393[1465] 848926[449] 851742[1360] 853130[1674] 853165[1046] -1 -2  SUtility:8400
 12431[12] -1 18723[6] -1 18735[63] -1 -2  SUtility:81
684715[1884] 850282[1151] 853340[837] -1 850310[784] -1 -2  SUtility:4656
 27[12] -1 6[5] -1 6725[24] -1 3[6] -1 6726[28] -1 -2  SUtility:75
 18691[30] -1 -2  SUtility:30
1[6] -1 6[24] -1 9[1] -1 17[6] -1 24[8] -1 31[60] -1 34[45] -1 36[8] -1 38[9] -1 48[10] -1 53[10] -1 58[10] -1 61[40] -1 66[5] -1 67[21] -1 76[20] -1 85[12] -1 86[10] -1 90[1] -1 94[42] -1 102[18] -1 110[15] -1 119[21] -2 SUtility:402
656324[4188] 851090[2303] -1 -2  SUtility:6491
510445[8377] -1 -2  SUtility:8377
612785[5235] -1 -2  SUtility:5235
853724[1046] 854352[1360] -1 853724[1046] 854352[1360] -1 -2  SUtility:4812
821309[3350] -1 -2  SUtility:3350
853323[13509] -1 -2  SUtility:13509
820805[1046] -1 -2  SUtility:1046
 12559[70] -1 47293[24] -1 47953[6] -1 47957[5] -1 -2  SUtility:105
853096[5235] -1 -2  SUtility:5235
684372[12985] -1 -2  SUtility:12985
814612[576] -1 -2  SUtility:576
2[5] -1 6[24] -1 10[18] -1 16[40] -1 23[15] -1 28[7] -1 34[25] -1 36[20] -1 39[9] -1 43[14] -1 53[16] -1 56[30] -1 59[2] -1 63[36] -1 67[27] -1 77[40] -1 85[20] -1 86[8] -1 90[2] -1 93[7] -1 99[4] -1 110[45] -1 116[32] -2 SUtility:446
 12883[30] -1 -2  SUtility:30
840779[2512] -1 -2  SUtility:2512
821332[3141] 821350[418] -1 -2  SUtility:3559
826615[732] 826619[732] 826621[1046] -1 -2  SUtility:2510
829257[3664] 845583[523] 850743[1884] -1 -2  SUtility:6071
650508[83671] -1 -2  SUtility:83671
680369[5235] -1 -2  SUtility:5235
828989[5235] -1 -2  SUtility:5235
826803[4188] -1 -2  SUtility:4188
545879[2617] -1 -2  SUtility:2617
551257[627] 551292[449] 574792[837] 717292[12043] 853154[2191] -1 -2  SUtility:16147
840682[6282] -1 -2  SUtility:6282
842555[1674] 846378[7643] -1 -2  SUtility:9317
540597[2093] -1 -2  SUtility:2093
851167[2511] -1 851167[2511] -1 851167[2511] -1 851167[2511] -1 -2  SUtility:10044
759[4] -1 17[15] -1 197[10] -1 467[5] -1 21[35] -1 122[16] -1 2672[1] -1 2673[6] -1 92[15] -1 2674[5] -1 3[1] -1 96[2] -1 219[9] -1 160[1] -1 885[15] -1 197[4] -1 75[3] -1 347[12] -1 74[6] -1 2675[1] -1 92[15] -1 347[4] -1 2671[9] -1 -2  SUtility:194
 246[30] -1 268[4] -1 -2  SUtility:34
 33469[9] -1 -2  SUtility:9
 10315[4] -1 -2  SUtility:4
 18795[50] -1 18831[15] -1 -2  SUtility:65
 12663[3] -1 12679[5] -1 -2  SUtility:8
850730[5235] 850932[4188] -1 -2  SUtility:9423
854345[2093] -1 -2  SUtility:2093
821292[1881] 826702[837] 826816[1674] -1 -2  SUtility:4392
853992[627] 854300[732] -1 -2  SUtility:1359
821290[8368] -1 -2  SUtility:8368
829079[8376] -1 -2  SUtility:8376
 18811[18] -1 18815[7] -1 18819[14] -1 47277[3] -1 47953[1] -1 47973[21] -1 -2  SUtility:64
853094[4188] -1 -2  SUtility:4188
680371[8375] -1 -2  SUtility:8375
567327[1882] -1 -2  SUtility:1882
674767[837] 829887[1046] 846258[941] 850947[1046] -1 -2  SUtility:3870
828991[1570] -1 -2  SUtility:1570
851748[1254] 853184[941] 853188[837] 853190[1046] -1 -2  SUtility:4078
819577[680] 854335[837] -1 -2  SUtility:1517
 12679[5] -1 12683[12] -1 12703[7] -1 33469[21] -1 -2  SUtility:45
854298[732] -1 -2  SUtility:732
584907[4711] 584939[15702] -1 -2  SUtility:20413
 12723[60] -1 -2  SUtility:60
835207[3348] -1 -2  SUtility:3348
835165[554] 845395[554] -1 -2  SUtility:1108
854547[1360] -1 -2  SUtility:1360
 18471[40] -1 18855[56] -1 20807[7] -1 -2  SUtility:103
680369[5235] -1 -2  SUtility:5235
 10881[9] -1 -2  SUtility:9
 269[14] -1 11[8] -1 27[24] -1 218[27] -1 6[30] -1 3680[12] -1 1824[6] -1 364[9] -1 3[3] -1 148[8] -1 -2  SUtility:141
854180[4180] -1 -2  SUtility:4180
716714[523] 851131[627] 851137[1046] -1 -2  SUtility:2196
821410[627] 826610[732] 829387[627] 834877[732] 834880[732] -1 -2  SUtility:3450
 10311[3] -1 12551[24] -1 12621[21] -1 12875[16] -1 18499[30] -1 18659[10] -1 18871[6] -1 -2  SUtility:110
 10291[9] -1 10295[5] -1 10299[16] -1 10307[4] -1 10311[4] -1 12467[6] -1 12527[15] -1 12655[4] -1 12687[2] -1 12703[3] -1 12763[16] -1 12779[20] -1 12787[15] -1 32213[12] -1 34893[1] -1 -2  SUtility:132
 12731[40] -1 -2  SUtility:40
 33469[6] -1 -2  SUtility:6
849046[449] 849312[1989] 850743[1884] 853383[627] 853385[732] 853471[627] -1 -2  SUtility:6308
 12783[18] -1 -2  SUtility:18
601197[20839] -1 -2  SUtility:20839
853085[313] 853096[5235] -1 -2  SUtility:5548
849010[261] 853094[4188] -1 -2  SUtility:4449
850372[4392] -1 -2  SUtility:4392
850949[4080] 853428[418] -1 -2  SUtility:4498
820383[4188] 821285[2092] 826702[837] -1 -2  SUtility:7117
 12407[2] -1 -2  SUtility:2
829042[5235] -1 -2  SUtility:5235
849406[6282] -1 -2  SUtility:6282
550548[6282] -1 -2  SUtility:6282
667915[2303] -1 -2  SUtility:2303
 10877[18] -1 -2  SUtility:18
553855[941] 648522[3140] 821371[1046] 828989[5235] -1 -2  SUtility:10362
553702[18745] -1 -2  SUtility:18745
553810[2092] 678455[1046] 820758[4025] 826610[732] 832428[3080] -1 -2  SUtility:10975
512425[10471] -1 -2  SUtility:10471
 47949[30] -1 -2  SUtility:30
 10303[4] -1 32209[32] -1 -2  SUtility:36
507387[6870] -1 507387[6870] -1 -2  SUtility:13740
849562[14556] -1 -2  SUtility:14556
532113[3978] 550107[1151] -1 -2  SUtility:5129
680371[18848] 850942[941] 850945[2196] 853420[3138] 853422[418] -1 -2  SUtility:25541
838308[6806] -1 -2  SUtility:6806
853096[5235] -1 853096[5235] -1 853096[5235] -1 853096[5235] -1 -2  SUtility:20940
832602[1108] -1 -2  SUtility:1108
650592[837] 821015[418] 826610[732] 834880[732] -1 -2  SUtility:2719
819376[898] 820396[1568] -1 -2  SUtility:2466
 1348[30] -1 986[5] -1 11[6] -1 987[2] -1 1[6] -1 6[35] -1 89[64] -1 1738[16] -1 1019[40] -1 90[24] -1 3[3] -1 701[20] -1 64[15] -1 77[42] -1 633[42] -1 452[2] -1 471[5] -1 -2  SUtility:357
684762[1046] 684785[1046] 853724[1046] 854358[1360] -1 567327[941] 684762[1046] 854262[837] -1 -2  SUtility:7322
 138[24] -1 1118[16] -1 73[6] -1 -2  SUtility:46
853700[837] 853707[2093] 853730[1570] -1 -2  SUtility:4500
 12571[2] -1 12575[5] -1 -2  SUtility:7
853758[4188] -1 853758[4188] -1 -2  SUtility:8376
853698[837] 853702[523] 853713[837] 853722[418] 853730[1570] 853767[1046] -1 -2  SUtility:5231
854343[2617] -1 -2  SUtility:2617
853700[837] 853767[1046] -1 -2  SUtility:1883
677830[1360] 853085[313] 853090[4188] 853096[5235] 853105[1046] -1 -2  SUtility:12142
725551[1882] -1 -2  SUtility:1882
853677[1046] 853846[177] 853852[313] 853994[627] -1 -2  SUtility:2163
 12615[18] -1 -2  SUtility:18
651785[1046] 746390[2408] 820362[1151] -1 -2  SUtility:4605
677465[9424] -1 677465[9424] -1 -2  SUtility:18848
 12771[36] -1 -2  SUtility:36
829825[1989] -1 829825[1989] -1 -2  SUtility:3978
538572[5235] 844400[889] 851137[1046] -1 -2  SUtility:7170
 12895[8] -1 -2  SUtility:8
828997[2092] -1 -2  SUtility:2092
2735[4] -1 30[5] -1 436[8] -1 219[3] -1 290[3] -1 1165[2] -1 71[4] -1 8[1] -1 861[2] -1 5421[5] -1 -2  SUtility:37
711312[1674] 717048[1360] 819779[1151] -1 -2  SUtility:4185
 12407[12] -1 -2  SUtility:12
826807[10255] -1 -2  SUtility:10255
601040[4711] 601233[627] -1 -2  SUtility:5338
711307[1046] 850945[1464] 850949[2720] 853422[836] -1 -2  SUtility:6066
697152[1570] 697160[1046] -1 -2  SUtility:2616
819374[680] 821015[418] 826908[837] -1 725532[575] 821401[732] 826617[1254] 827009[1046] -1 -2  SUtility:5542
 33469[3] -1 -2  SUtility:3
 47945[8] -1 -2  SUtility:8
820255[3769] 820814[2092] -1 -2  SUtility:5861
513284[2093] 850730[5235] -1 -2  SUtility:7328
844319[1674] 853102[2720] 853325[8794] 854840[523] -1 854785[1464] 854789[4186] 854800[2720] -1 -2  SUtility:22081
836142[15603] -1 -2  SUtility:15603
853282[4188] -1 -2  SUtility:4188
530485[2303] 531357[7956] 600468[2931] 644650[2722] 680371[8375] 705736[1988] 717048[1360] 819779[1151] -1 530485[2303] 531357[7956] 600468[2931] 644650[2722] 680371[8375] 705736[1988] 717048[1360] 819779[1151] -1 530485[2303] 531357[7956] 600468[2931] 644650[2722] 680371[8375] 705736[1988] 717048[1360] 819779[1151] -1 530485[2303] 600468[2931] 644650[2722] 680371[8375] 717048[1360] 819779[1151] -1 531357[7956] 705736[1988] -1 530485[2303] 531357[7956] 600468[2931] 644650[2722] 680371[8375] 705736[1988] 717048[1360] 819779[1151] -1 -2  SUtility:143930
844355[784] 857167[2092] -1 -2  SUtility:2876
 12863[2] -1 -2  SUtility:2
678376[1046] 853128[1674] -1 845962[994] -1 -2  SUtility:3714
573820[1883] 640353[7329] -1 -2  SUtility:9212
821377[6282] 829730[2303] 851752[3141] -1 -2  SUtility:11726
585633[2930] -1 -2  SUtility:2930
853085[313] 853096[5235] -1 -2  SUtility:5548
 10307[10] -1 -2  SUtility:10
694156[418] 853724[1046] 853728[1360] 853732[1046] 853735[1360] 854358[1360] 854527[1046] -1 -2  SUtility:7636
853263[1046] -1 -2  SUtility:1046
853102[8160] 854785[1464] 864880[1046] -1 -2  SUtility:10670
 12451[3] -1 12875[40] -1 -2  SUtility:43
748300[2092] 753505[2302] -1 -2  SUtility:4394
826987[12564] -1 -2  SUtility:12564
685795[1046] 821277[4184] -1 -2  SUtility:5230
844394[6282] -1 -2  SUtility:6282
 33449[3] -1 -2  SUtility:3
854212[1360] 854551[1570] -1 854212[1360] 854551[1570] -1 -2  SUtility:5860
 11[5] -1 6[25] -1 303[6] -1 273[8] -1 667[32] -1 -2  SUtility:76
514287[3140] 639500[2092] 684715[3766] 826891[2092] -1 514287[3140] 639500[2092] 684715[3766] 826891[2092] -1 514287[3140] 639500[2092] 684715[3766] 826891[2092] -1 -2  SUtility:33270
844439[12558] -1 -2  SUtility:12558
835120[13509] -1 -2  SUtility:13509
 10307[16] -1 -2  SUtility:16
 12819[5] -1 12895[18] -1 -2  SUtility:23
705370[1464] 851122[1778] -1 -2  SUtility:3242
1[14] -1 6[36] -1 11[54] -1 14[8] -1 24[18] -1 29[28] -1 34[15] -1 36[10] -1 39[24] -1 45[56] -1 52[7] -1 56[24] -1 61[20] -1 66[30] -1 69[10] -1 77[30] -1 85[18] -1 86[6] -1 90[3] -1 95[16] -1 101[14] -1 111[8] -1 114[18] -2 SUtility:467
 10877[2] -1 12675[70] -1 -2  SUtility:72
 12339[9] -1 12387[16] -1 12407[12] -1 12579[45] -1 -2  SUtility:82
534449[2092] -1 -2  SUtility:2092
674772[4395] -1 -2  SUtility:4395
839995[523] 839997[397] 861498[3664] -1 -2  SUtility:4584
550096[3141] 645618[3664] -1 -2  SUtility:6805
 12675[63] -1 12887[32] -1 -2  SUtility:95
835167[1108] 851292[837] 851577[837] -1 -2  SUtility:2782
853100[1674] -1 853100[1674] -1 -2  SUtility:3348
705061[3141] -1 -2  SUtility:3141
 18723[3] -1 -2  SUtility:3
 11[1] -1 218[18] -1 6[20] -1 254[8] -1 2821[8] -1 773[4] -1 4562[8] -1 1035[4] -1 3392[18] -1 83[10] -1 8775[14] -1 7[5] -1 8776[9] -1 2243[3] -1 321[40] -1 567[21] -1 568[4] -1 148[10] -1 438[15] -1 -2  SUtility:220
853424[3141] -1 853424[3141] -1 -2  SUtility:6282
567215[941] 567329[837] 699207[1570] 762952[1566] 849807[3769] -1 -2  SUtility:8683
685049[313] 716671[418] 851071[418] 851080[627] 851161[627] 851163[627] 851575[418] 851587[313] 851592[313] -1 -2  SUtility:4074
708372[1046] -1 -2  SUtility:1046
853321[12564] -1 -2  SUtility:12564
716984[3455] 832653[2617] 832657[9423] -1 -2  SUtility:15495
